"rotten_tomatoes_link","movie_title","original_release_date","content_rating","tomatometer_status","tomatometer_rating","tomatometer_count","audience_status","audience_rating","audience_count","gender","num_of_gender","num_of_casts","gender_rato_percentage","release_year","rating"
"m/john_wick_chapter_3_parabellum","John Wick: Chapter 3 - Parabellum",2019-05-17,"R","Certified-Fresh",90,343,"Upright",86,38731,"Male",6,8,75,2019,"R"
"m/joker_2019","Joker",2019-10-04,"R","Fresh",68,574,"",88,66303,"Male",8,11,73,2019,"R"
"m/judy_2019","Judy",2019-09-27,"PG-13","Certified-Fresh",82,327,"",85,5777,"Male",3,4,75,2019,"PG-13"
"m/jumanji_the_next_level","Jumanji: The Next Level",2019-12-13,"PG-13","Fresh",72,240,"",87,35776,"Male",14,20,70,2019,"PG-13"
"m/killerman","Killerman",2019-08-30,"R","Rotten",26,19,"",63,68,"Male",5,6,83,2019,"R"
"m/killers_anonymous","Killers Anonymous",2019-06-28,"R","Rotten",0,9,"Spilled",17,88,"Male",5,10,50,2019,"R"
"m/king_of_thieves_2019","King of Thieves",2019-01-25,"R","Rotten",34,83,"Spilled",27,383,"Male",7,9,78,2019,"R"
"m/klaus","Klaus",2019-11-08,"PG","Certified-Fresh",94,67,"Upright",97,2040,"Male",4,6,67,2019,"PG"
"m/knives_out","Knives Out",2019-11-27,"PG-13","Certified-Fresh",97,454,"",92,33834,"Male",6,12,50,2019,"PG-13"
"m/light_of_my_life","Light of My life",2019-08-09,"R","Certified-Fresh",81,54,"Upright",74,373,"Male",4,5,80,2019,"R"
"m/linda_ronstadt_the_sound_of_my_voice","Linda Ronstadt: The Sound of My Voice",2019-09-06,"PG-13","Certified-Fresh",89,91,"",99,555,"Male",3,7,43,2019,"PG-13"
"m/line_of_duty_2019","Line of Duty",2019-11-15,"R","Rotten",59,17,"Spilled",39,161,"Male",2,5,40,2019,"R"
"m/little_2019","Little",2019-04-12,"PG-13","Rotten",46,157,"Upright",60,1419,"Male",2,3,67,2019,"PG-13"
"m/little_woods","Little Woods",2019-04-26,"R","Certified-Fresh",95,96,"Spilled",53,236,"Male",3,5,60,2019,"R"
"m/long_shot_2019","Long Shot",2019-05-03,"R","Certified-Fresh",81,293,"Upright",74,4897,"Male",4,5,80,2019,"R"
"m/lords_of_chaos","Lords of Chaos",2019-02-08,"R","Fresh",72,75,"Upright",61,581,"Male",2,3,67,2019,"R"
"m/low_tide_2018","Low Tide",2019-10-04,"R","Fresh",72,32,"Upright",65,50,"Male",2,2,100,2019,"R"
"m/luce","Luce",2019-08-02,"R","Certified-Fresh",90,159,"",77,284,"Male",3,5,60,2019,"R"
"m/lucy_in_the_sky","Lucy in the Sky",2019-10-04,"R","Rotten",21,123,"",31,75,"Male",8,11,73,2019,"R"
"m/lying_and_stealing","Lying and Stealing",2019-07-12,"R","Fresh",62,13,"Spilled",16,73,"Male",4,6,67,2019,"R"
"m/ma_2019","Ma",2019-05-31,"R","Rotten",55,204,"",64,8228,"Male",5,10,50,2019,"R"
"m/maleficent_mistress_of_evil","Maleficent: Mistress of Evil",2019-10-18,"PG","Rotten",40,251,"",95,19128,"Male",10,17,59,2019,"PG"
"m/marriage_story_2019","Marriage Story",2019-11-06,"R","Certified-Fresh",94,381,"",85,184,"Male",5,15,33,2019,"R"
"m/mary_magdalene_2019","Mary Magdalene",2019-04-12,"R","Rotten",44,111,"Spilled",47,232,"Male",3,5,60,2019,"R"
"m/men_in_black_international","Men in Black International",2019-06-14,"PG-13","Rotten",23,314,"",66,11493,"Male",13,16,81,2019,"PG-13"
"m/mia_and_the_white_lion","Mia and the White Lion",2019-04-12,"PG","Fresh",88,17,"Spilled",56,73,"Male",1,2,50,2019,"PG"
"m/midsommar","Midsommar",2019-07-03,"R","Certified-Fresh",83,387,"",63,5230,"Male",5,10,50,2019,"R"
"m/miss_bala_2019","Miss Bala",2019-02-01,"PG-13","Rotten",22,110,"Spilled",54,722,"Male",6,8,75,2019,"PG-13"
"m/missing_link_2019","Missing Link",2019-04-12,"PG","Certified-Fresh",89,168,"Upright",67,937,"Male",6,9,67,2019,"PG"
"m/mob_town_2019","Mob Town",2019-12-13,"R","Rotten",0,9,"Spilled",29,21,"Male",4,5,80,2019,"R"
"m/nancy_drew_and_the_hidden_staircase_2019","Nancy Drew and the Hidden Staircase",2019-03-15,"PG","Fresh",68,25,"Spilled",59,178,"Male",1,5,20,2019,"PG"
"m/nekrotronic","Nekrotronic",2019-08-09,"R","Rotten",39,23,"Upright",76,53,"Male",1,3,33,2019,"R"
"m/never_grow_old","Never Grow Old",2019-03-15,"R","Fresh",90,21,"Upright",62,120,"Male",4,6,67,2019,"R"
"m/night_hunter_2019","Night Hunter (Nomis)",2019-09-06,"R","Rotten",14,35,"Spilled",53,204,"Male",5,10,50,2019,"R"
"m/nightmare_cinema","Nightmare Cinema",2019-06-21,"R","Certified-Fresh",77,44,"Spilled",44,171,"Male",4,6,67,2019,"R"
"m/no_manches_frida_2","No Manches Frida 2",2019-03-15,"R","Rotten",13,8,"Spilled",28,110,"Male",2,4,50,2019,"R"
"m/ode_to_joy_2019","Ode to Joy",2019-08-09,"R","Rotten",45,29,"Upright",69,51,"Male",2,6,33,2019,"R"
"m/on_the_basis_of_sex","On the Basis of Sex",2019-01-11,"PG-13","Fresh",73,254,"Upright",76,2275,"Male",4,6,67,2019,"PG-13"
"m/once_upon_a_time_in_hollywood","Once Upon a Time In Hollywood",2019-07-26,"R","Certified-Fresh",85,554,"",70,26410,"Male",19,34,56,2019,"R"
"m/ophelia_2019","Ophelia",2019-06-28,"PG-13","Fresh",60,130,"",60,5,"Male",4,7,57,2019,"PG-13"
"m/otherhood","Otherhood",2019-08-02,"R","Rotten",23,26,"Spilled",54,195,"Male",3,6,50,2019,"R"
"m/outlaws_2019","Outlaws",2019-02-01,"R","Rotten",27,11,"Spilled",44,13,"Male",1,3,33,2019,"R"
"m/overcomer","Overcomer",2019-08-23,"PG","Rotten",53,17,"",98,7217,"Male",2,2,100,2019,"PG"
"m/pain_and_glory","Pain and Glory (Dolor y gloria)",2019-10-04,"R","Certified-Fresh",97,290,"",91,364,"Male",5,7,71,2019,"R"
"m/pavarotti","Pavarotti",2019-06-07,"PG-13","Certified-Fresh",87,85,"Upright",97,880,"Male",6,6,100,2019,"PG-13"
"m/pet_sematary_2019","Pet Sematary",2019-04-05,"R","Rotten",58,272,"Spilled",33,3537,"Male",2,4,50,2019,"R"
"m/phil","Phil",2019-07-05,"R","Rotten",24,25,"Spilled",37,19,"Male",5,8,62,2019,"R"
"m/piercing","Piercing",2019-02-01,"R","Fresh",72,96,"Spilled",43,268,"Male",2,5,40,2019,"R"
"m/playmobil_the_movie","Playmobil: The Movie",2019-12-06,"PG","Rotten",18,61,"",62,203,"Male",10,12,83,2019,"PG"
"m/pokemon_detective_pikachu","Pokémon Detective Pikachu",2019-05-10,"PG","Fresh",68,303,"Upright",79,16608,"Male",6,9,67,2019,"PG"
"m/polaroid_2019","Polaroid",2019-10-11,"PG-13","Rotten",0,5,"Spilled",29,2927,"Male",2,6,33,2019,"PG-13"
"m/poms","Poms",2019-05-10,"PG-13","Rotten",35,85,"Upright",74,847,"Male",2,10,20,2019,"PG-13"
"m/primal","Primal",2019-11-08,"R","Rotten",38,39,"Spilled",24,82,"Male",4,5,80,2019,"R"
"m/promare","Promare",2019-09-17,"PG-13","Fresh",97,29,"",93,198,"Male",7,8,88,2019,"PG-13"
"m/queen_and_slim","Queen & Slim",2019-11-27,"R","Certified-Fresh",82,217,"",92,12703,"Male",4,5,80,2019,"R"
"m/rambo_last_blood","Rambo: Last Blood",2019-09-20,"R","Rotten",26,170,"",82,8119,"Male",3,4,75,2019,"R"
"m/ready_or_not_2019","Ready or Not",2019-08-21,"R","Certified-Fresh",88,299,"",78,5340,"Male",2,4,50,2019,"R"
"m/red_joan","Red Joan",2019-04-19,"R","Rotten",30,149,"Spilled",55,231,"Male",2,4,50,2019,"R"
"m/replicas_2019","Replicas",2019-01-11,"PG-13","Rotten",11,56,"Spilled",33,1358,"Male",4,6,67,2019,"PG-13"
"m/richard_jewell","Richard Jewell",2019-12-13,"R","Certified-Fresh",77,289,"",96,6118,"Male",6,11,55,2019,"R"
"m/rocketman_2019","Rocketman",2019-05-31,"R","Certified-Fresh",89,377,"",88,21651,"Male",11,15,73,2019,"R"
"m/run_the_race","Run the Race",2019-02-22,"PG","Rotten",40,10,"Upright",84,332,"Male",3,4,75,2019,"PG"
"m/running_with_the_devil_2019","Running with the Devil",2019-09-20,"R","Rotten",24,25,"Spilled",39,131,"Male",6,7,86,2019,"R"
"m/rust_creek","Rust Creek",2019-01-04,"R","Certified-Fresh",84,44,"Upright",66,576,"Male",3,5,60,2019,"R"
"m/saving_zoe","Saving Zoë",2019-07-12,"R","Rotten",0,6,"Spilled",49,73,"Male",2,4,50,2019,"R"
"m/see_you_soon","See You Soon",2019-07-26,"R","Rotten",33,6,"Upright",62,16,"Male",3,3,100,2019,"R"
"m/semper_fi_2019","Semper Fi",2019-10-04,"R","Rotten",19,16,"Upright",71,86,"Male",6,8,75,2019,"R"
"m/serenity_2019","Serenity",2019-01-25,"R","Rotten",20,194,"Spilled",29,1518,"Male",4,6,67,2019,"R"
"m/shaft_2019","Shaft",2019-06-14,"R","Rotten",33,127,"",94,7727,"Male",5,7,71,2019,"R"
"m/shazam","Shazam!",2019-04-05,"PG-13","Certified-Fresh",90,404,"Upright",82,17056,"Male",7,12,58,2019,"PG-13"
"m/skin_2019","Skin",2019-07-26,"R","Certified-Fresh",76,80,"Upright",83,321,"Male",5,8,62,2019,"R"
"m/spider_man_far_from_home","Spider-Man: Far From Home",2019-07-02,"PG-13","Certified-Fresh",90,441,"",95,69242,"Male",11,20,55,2019,"PG-13"
"m/spies_in_disguise","Spies in Disguise",2019-12-25,"PG","Certified-Fresh",76,119,"",92,8316,"Male",3,7,43,2019,"PG"
"m/star_wars_the_rise_of_skywalker","Star Wars: The Rise of Skywalker",2019-12-20,"PG-13","Rotten",51,496,"",86,98269,"Male",8,13,62,2019,"PG-13"
"m/strange_but_true","Strange But True",2019-09-06,"PG-13","Rotten",54,26,"",83,6,"Male",3,6,50,2019,"PG-13"
"m/stuber","Stuber",2019-07-12,"R","Rotten",41,221,"",79,5395,"Male",2,6,33,2019,"R"
"m/supervized","Supervized",2019-07-19,"R","Rotten",44,9,"Spilled",42,12,"Male",5,7,71,2019,"R"
"m/swinging_safari","Swinging Safari",2019-06-21,"R","Fresh",75,28,"Spilled",57,30,"Male",2,6,33,2019,"R"
"m/sword_of_trust","Sword of Trust",2019-07-12,"R","Certified-Fresh",93,90,"Upright",62,182,"Male",2,4,50,2019,"R"
"m/teen_spirit_2019","Teen Spirit",2019-04-19,"PG-13","Fresh",71,129,"Spilled",58,275,"Male",1,5,20,2019,"PG-13"
"m/the_addams_family_2019","The Addams Family",2019-10-11,"PG","Rotten",44,154,"",69,10332,"Male",1,4,25,2019,"PG"
"m/the_aftermath_2019","The Aftermath",2019-03-15,"R","Rotten",27,150,"Spilled",50,360,"Male",3,4,75,2019,"R"
"m/the_angry_birds_movie_2","The Angry Birds Movie 2",2019-08-13,"PG","Fresh",73,110,"",84,4023,"Male",8,13,62,2019,"PG"
"m/the_art_of_racing_in_the_rain","The Art of Racing in the Rain",2019-08-09,"PG","Rotten",43,117,"",96,6272,"Male",5,7,71,2019,"PG"
"m/the_art_of_self_defense_2019","The Art of Self-Defense",2019-07-19,"R","Certified-Fresh",84,162,"",63,631,"Male",6,9,67,2019,"R"
"m/the_aspern_papers","The Aspern Papers",2019-01-11,"R","Rotten",18,22,"Spilled",38,34,"Male",2,5,40,2019,"R"
"m/the_beach_bum_2019","The Beach Bum",2019-03-29,"R","Rotten",56,120,"Spilled",29,732,"Male",6,7,86,2019,"R"
"m/the_best_of_enemies_2019","The Best of Enemies",2019-04-05,"PG-13","Rotten",53,77,"Upright",76,534,"Male",5,7,71,2019,"PG-13"
"m/the_bouncer","The Bouncer (Lukas)",2019-01-11,"R","Fresh",80,5,"Spilled",44,99,"Male",3,3,100,2019,"R"
"m/the_command","The Command (Kursk)",2019-06-21,"PG-13","Fresh",69,51,"Spilled",55,114,"Male",12,14,86,2019,"PG-13"
"m/the_courier_2019","The Courier",2019-11-22,"R","Rotten",5,19,"Spilled",26,112,"Male",7,8,88,2019,"R"
"m/the_current_war_directors_cut","The Current War: Director's Cut",2019-10-25,"PG-13","Fresh",61,104,"",79,1223,"Male",8,9,89,2019,"PG-13"
"m/the_curse_of_la_llorona_2019","The Curse of La Llorona",2019-04-19,"R","Rotten",28,183,"Spilled",37,1939,"Male",3,4,75,2019,"R"
"m/the_dead_dont_die_2019","The Dead Don't Die",2019-06-14,"R","Rotten",54,301,"",38,1784,"Male",8,16,50,2019,"R"
"m/the_death_and_life_of_john_f_donovan","The Death and Life of John F. Donovan",2019-12-13,"R","Rotten",20,30,"Spilled",56,218,"Male",4,10,40,2019,"R"
"m/the_death_of_dick_long","The Death of Dick Long",2019-09-27,"R","Certified-Fresh",75,76,"",86,7,"Male",2,4,50,2019,"R"
"m/the_death_of_superman_reign_of_the_supermen_double_feature","The Death of Superman / Reign of the Supermen Double Feature",2019-01-13,"PG-13","Fresh",93,15,"",NA,NA,"Male",3,5,60,2019,"PG-13"
"m/the_fanatic_2019","The Fanatic",2019-08-30,"R","Rotten",16,67,"Spilled",29,298,"Male",3,4,75,2019,"R"
"m/the_farewell_2019","The Farewell",2019-08-09,"PG","Certified-Fresh",98,332,"",87,2490,"Male",1,2,50,2019,"PG"
"m/the_field_guide_to_evil","The Field Guide to Evil",2019-03-29,"R","Fresh",67,9,"Spilled",32,34,"Male",5,8,62,2019,"R"
"m/the_garden_1990","The Garden",2019-05-28,"PG-13","Fresh",100,6,"Upright",75,590,"Male",7,8,88,2019,"PG-13"
"m/the_great_alaskan_race","The Great Alaskan Race",2019-10-25,"PG","Rotten",20,10,"",NA,NA,"Male",6,7,86,2019,"PG"
"m/the_great_war_2019","The Great War",2019-12-13,"R","Rotten",17,6,"Spilled",39,41,"Male",4,4,100,2019,"R"
"m/the_haunting_of_sharon_tate","The Haunting of Sharon Tate",2019-04-05,"R","Rotten",19,32,"Spilled",30,176,"Male",1,3,33,2019,"R"
"m/the_highwaymen","The Highwaymen",2019-03-15,"R","Rotten",57,138,"Upright",73,1339,"Male",6,9,67,2019,"R"
"m/the_hole_in_the_ground","The Hole in the Ground",2019-03-01,"R","Certified-Fresh",83,88,"Spilled",48,435,"Male",2,5,40,2019,"R"
"m/the_hummingbird_project","The Hummingbird Project",2019-03-15,"R","Rotten",58,118,"Spilled",48,216,"Male",3,4,75,2019,"R"
"m/the_hustle_2019","The Hustle",2019-05-10,"PG-13","Rotten",13,165,"Spilled",43,3601,"Male",3,5,60,2019,"PG-13"
"m/the_intruder_2019","The Intruder",2019-05-03,"PG-13","Rotten",33,99,"Upright",69,2314,"Male",3,4,75,2019,"PG-13"
"m/the_irishman","The Irishman",2019-11-01,"R","Certified-Fresh",96,439,"",86,1057,"Male",12,17,71,2019,"R"
"m/the_kid_2019","The Kid",2019-03-08,"R","Rotten",45,44,"Spilled",45,260,"Male",4,6,67,2019,"R"
"m/the_kid_who_would_be_king","The Kid Who Would Be King",2019-01-25,"PG","Certified-Fresh",89,187,"Spilled",56,1463,"Male",1,2,50,2019,"PG"
"m/the_kill_team_2019","The Kill Team",2019-10-25,"R","Fresh",70,50,"Spilled",42,89,"Male",4,4,100,2019,"R"
"m/the_king_2019","The King",2019-10-11,"R","Fresh",71,141,"Upright",83,2084,"Male",7,9,78,2019,"R"
"m/the_kitchen","The Kitchen",2019-08-09,"R","Rotten",24,225,"",69,2978,"Male",6,12,50,2019,"R"
"m/the_last_black_man_in_san_francisco","The Last Black Man in San Francisco",2019-06-07,"R","Certified-Fresh",92,205,"",84,506,"Male",3,5,60,2019,"R"
"m/the_laundromat","The Laundromat",2019-09-27,"R","Rotten",41,167,"Spilled",40,900,"Male",12,19,63,2019,"R"
"m/the_lego_movie_2_the_second_part","The LEGO Movie 2: The Second Part",2019-02-08,"PG","Certified-Fresh",85,293,"Upright",68,28682,"Male",16,22,73,2019,"PG"
"m/the_lighthouse_2019","The Lighthouse",2019-10-25,"R","Certified-Fresh",90,373,"",72,1932,"Male",2,2,100,2019,"R"
"m/the_lion_king_2019","The Lion King",2019-07-19,"PG","Rotten",52,424,"",88,76340,"Male",7,11,64,2019,"PG"
"m/the_mustang","The Mustang",2019-03-15,"R","Certified-Fresh",95,131,"Upright",74,474,"Male",2,4,50,2019,"R"
"m/the_peanut_butter_falcon","The Peanut Butter Falcon",2019-08-09,"PG-13","Certified-Fresh",96,210,"",96,4706,"Male",5,7,71,2019,"PG-13"
"m/the_poison_rose","The Poison Rose",2019-05-24,"R","Rotten",0,6,"Spilled",24,166,"Male",10,17,59,2019,"R"
"m/the_prodigy_2019","The Prodigy",2019-02-08,"R","Rotten",41,80,"Spilled",36,887,"Male",2,4,50,2019,"R"
"m/the_professor_2019","The Professor",2019-05-17,"R","Rotten",10,20,"Upright",76,479,"Male",3,5,60,2019,"R"
"m/the_public","The Public",2019-04-05,"PG-13","Fresh",65,95,"Upright",79,219,"Male",6,9,67,2019,"PG-13"
"m/the_secret_life_of_pets_2","The Secret Life of Pets 2",2019-06-07,"PG","Fresh",60,159,"",90,21937,"Male",7,11,64,2019,"PG"
"m/the_song_of_names","The Song of Names",2019-12-25,"PG-13","Rotten",40,55,"",90,71,"Male",8,9,89,2019,"PG-13"
"m/the_souvenir","The Souvenir",2019-05-17,"R","Certified-Fresh",89,172,"Spilled",36,525,"Male",3,4,75,2019,"R"
"m/the_sun_is_also_a_star","The Sun Is Also a Star",2019-05-17,"PG-13","Rotten",51,101,"Upright",61,844,"Male",2,5,40,2019,"PG-13"
"m/the_tomorrow_man_2019","The Tomorrow Man",2019-05-22,"PG-13","Rotten",41,56,"",44,43,"Male",2,6,33,2019,"PG-13"
"m/the_two_popes","The Two Popes",2019-11-27,"PG-13","Certified-Fresh",89,219,"Upright",88,2370,"Male",3,3,100,2019,"PG-13"
"m/the_upside","The Upside",2019-01-11,"PG-13","Rotten",42,184,"Upright",82,4117,"Male",3,6,50,2019,"PG-13"
"m/the_vanishing_2019","The Vanishing",2019-01-04,"R","Fresh",85,39,"Spilled",48,655,"Male",6,6,100,2019,"R"
"m/the_wedding_year","The Wedding Year",2019-09-20,"R","Rotten",44,9,"Spilled",53,55,"Male",7,13,54,2019,"R"
"m/the_white_crow","The White Crow",2019-04-26,"R","Fresh",66,131,"Upright",80,261,"Male",5,7,71,2019,"R"
"m/the_wind_2019","The Wind",2019-04-05,"R","Certified-Fresh",82,68,"Spilled",50,223,"Male",1,2,50,2019,"R"
"m/them_that_follow","Them That Follow",2019-08-02,"R","Rotten",59,93,"Spilled",45,163,"Male",4,5,80,2019,"R"
"m/tolkien","Tolkien",2019-05-10,"PG-13","Rotten",51,196,"Upright",71,1205,"Male",7,10,70,2019,"PG-13"
"m/tone_deaf","Tone-Deaf",2019-08-23,"R","Rotten",45,31,"Spilled",26,50,"Male",3,7,43,2019,"R"
"m/toy_story_4","Toy Story 4",2019-06-21,"G","Certified-Fresh",97,443,"",94,53146,"Male",11,18,61,2019,"G"
"m/trading_paint","Trading Paint",2019-03-22,"R","Rotten",0,12,"Spilled",35,55,"Male",6,8,75,2019,"R"
"m/trial_by_fire","Trial by Fire",2019-05-17,"R","Fresh",62,68,"Upright",77,97,"Male",1,3,33,2019,"R"
"m/triple_frontier","Triple Frontier",2019-03-06,"R","Fresh",70,132,"Spilled",55,2034,"Male",7,9,78,2019,"R"
"m/triple_threat_2019","Triple Threat",2019-03-22,"R","Fresh",69,32,"Spilled",36,227,"Male",5,7,71,2019,"R"
"m/tyler_perrys_a_madea_family_funeral","Tyler Perry's A Madea Family Funeral",2019-03-01,"PG-13","Rotten",12,34,"Spilled",30,736,"Male",5,7,71,2019,"PG-13"
"m/uglydolls","UglyDolls",2019-05-03,"PG","Rotten",27,86,"Spilled",54,1090,"Male",4,7,57,2019,"PG"
"m/uncut_gems","Uncut Gems",2019-12-25,"R","Certified-Fresh",92,331,"",52,12112,"Male",3,4,75,2019,"R"
"m/under_the_silver_lake","Under the Silver Lake",2019-04-19,"R","Rotten",59,150,"Spilled",55,559,"Male",4,7,57,2019,"R"
"m/us_2019","Us",2019-03-22,"R","Certified-Fresh",93,535,"Spilled",59,13165,"Male",2,4,50,2019,"R"
"m/velvet_buzzsaw","Velvet Buzzsaw",2019-02-01,"R","Fresh",62,182,"Spilled",35,1746,"Male",12,17,71,2019,"R"
"m/waves_2019","Waves",2019-11-15,"R","Certified-Fresh",84,243,"",81,310,"Male",4,8,50,2019,"R"
"m/what_men_want_2019","What Men Want",2019-02-08,"R","Rotten",42,146,"Spilled",34,2081,"Male",4,8,50,2019,"R"
"m/whered_you_go_bernadette","Where'd You Go, Bernadette",2019-08-16,"PG-13","Rotten",49,184,"",74,1530,"Male",3,7,43,2019,"PG-13"
"m/wild_rose_2019","Wild Rose",2019-06-21,"R","Certified-Fresh",92,190,"",87,170,"Male",1,3,33,2019,"R"
"m/wine_country","Wine Country",2019-05-08,"R","Fresh",65,84,"Spilled",30,472,"Male",1,7,14,2019,"R"
"m/wonder_park","Wonder Park",2019-03-15,"PG","Rotten",34,106,"Spilled",44,691,"Male",5,7,71,2019,"PG"
"m/wounds_2019","Wounds",2019-03-29,"R","Rotten",49,57,"Spilled",14,410,"Male",7,10,70,2019,"R"
"m/yesterday_2019","Yesterday",2019-06-28,"PG-13","Fresh",63,349,"",89,14665,"Male",7,18,39,2019,"PG-13"
"m/zombieland_double_tap","Zombieland: Double Tap",2019-10-18,"R","Fresh",68,244,"",88,11200,"Male",5,9,56,2019,"R"
"m/12_strong","12 Strong",2018-01-19,"R","Rotten",50,171,"Upright",62,5210,"Male",12,13,92,2018,"R"
"m/211","211",2018-06-08,"R","Rotten",4,24,"Spilled",9,175,"Male",3,4,75,2018,"R"
"m/22_july","22 July",2018-10-10,"R","Certified-Fresh",80,126,"Upright",70,823,"Male",2,3,67,2018,"R"
"m/55_steps","55 Steps",2018-11-16,"PG-13","Rotten",50,8,"Upright",85,97,"Male",2,4,50,2018,"PG-13"
"m/7_days_in_entebbe","7 Days in Entebbe",2018-03-16,"PG-13","Rotten",24,116,"Spilled",37,778,"Male",11,13,85,2018,"PG-13"
"m/a_crooked_somebody","A Crooked Somebody",2018-10-05,"R","Fresh",80,10,"Upright",64,76,"Male",1,2,50,2018,"R"
"m/a_fantastic_woman","A Fantastic Woman (Una mujer fantástica)",2018-02-02,"R","Certified-Fresh",94,221,"Upright",78,2451,"Male",4,7,57,2018,"R"
"m/a_private_war","A Private War",2018-11-16,"R","Certified-Fresh",88,141,"Upright",64,1403,"Male",7,10,70,2018,"R"
"m/a_quiet_place_2018","A Quiet Place",2018-04-06,"PG-13","Certified-Fresh",96,373,"Upright",83,23208,"Male",2,3,67,2018,"PG-13"
"m/a_simple_favor","A Simple Favor",2018-09-14,"R","Certified-Fresh",84,247,"Upright",73,6720,"Male",3,8,38,2018,"R"
"m/a_star_is_born_2018","A Star Is Born",2018-10-05,"R","Certified-Fresh",90,517,"Upright",79,20442,"Male",9,10,90,2018,"R"
"m/a_wrinkle_in_time_2018","A Wrinkle in Time",2018-03-09,"PG","Rotten",42,334,"Spilled",26,8801,"Male",9,17,53,2018,"PG"
"m/aardvark_2018","Aardvark",2018-04-13,"PG-13","Rotten",12,26,"Spilled",33,63,"Male",2,4,50,2018,"PG-13"
"m/abe_and_phils_last_poker_game","Abe & Phil's Last Poker Game",2018-01-12,"R","Fresh",73,11,"Upright",92,61,"Male",3,3,100,2018,"R"
"m/action_point","Action Point",2018-06-01,"R","Rotten",15,48,"Spilled",26,667,"Male",3,3,100,2018,"R"
"m/acts_of_violence_2018","Acts of Violence",2018-01-12,"R","Rotten",0,13,"Spilled",30,308,"Male",5,7,71,2018,"R"
"m/adrift_2018","Adrift",2018-06-01,"PG-13","Fresh",69,197,"Upright",66,2272,"Male",2,4,50,2018,"PG-13"
"m/air_strike_2018","Air Strike",2018-10-26,"R","Rotten",0,5,"Spilled",12,196,"Male",3,4,75,2018,"R"
"m/all_i_wish","All I Wish (A Little Something for Your Birthday)",2018-03-30,"R","Rotten",18,22,"Spilled",45,82,"Male",1,5,20,2018,"R"
"m/all_the_devils_men","All the Devil's Men",2018-12-07,"R","Rotten",23,13,"Spilled",19,71,"Male",5,6,83,2018,"R"
"m/alpha_2018","Alpha",2018-08-17,"PG-13","Certified-Fresh",80,132,"Upright",70,3932,"Male",1,3,33,2018,"PG-13"
"m/american_animals","American Animals",2018-06-01,"R","Certified-Fresh",88,212,"Upright",81,2848,"Male",5,6,83,2018,"R"
"m/american_renegades","American Renegades",2018-12-21,"PG-13","Rotten",11,18,"Spilled",41,5847,"Male",3,4,75,2018,"PG-13"
"m/an_evening_with_beverly_luff_linn_2018","An Evening with Beverly Luff Linn",2018-10-19,"R","Rotten",52,50,"Spilled",48,224,"Male",6,8,75,2018,"R"
"m/an_ordinary_man","An Ordinary Man",2018-04-13,"R","Rotten",41,22,"Spilled",35,64,"Male",2,3,67,2018,"R"
"m/annihilation","Annihilation",2018-02-23,"R","Certified-Fresh",88,313,"Upright",66,13491,"Male",3,10,30,2018,"R"
"m/ant_man_and_the_wasp","Ant-Man and the Wasp",2018-07-06,"PG-13","Certified-Fresh",87,426,"Upright",75,24677,"Male",8,12,67,2018,"PG-13"
"m/assassination_nation","Assassination Nation",2018-09-21,"R","Fresh",74,134,"Spilled",54,1080,"Male",6,14,43,2018,"R"
"m/at_eternitys_gate","At Eternity's Gate",2018-11-16,"PG-13","Certified-Fresh",79,182,"Upright",64,1249,"Male",6,9,67,2018,"PG-13"
"m/avengers_infinity_war","Avengers: Infinity War",2018-04-27,"PG-13","Certified-Fresh",85,472,"Upright",91,58720,"Male",28,42,67,2018,"PG-13"
"m/backstabbing_for_beginners","Backstabbing for Beginners",2018-04-27,"R","Rotten",38,24,"Spilled",49,184,"Male",5,8,62,2018,"R"
"m/backtrace","Backtrace",2018-12-14,"R","Rotten",11,9,"Spilled",23,98,"Male",5,9,56,2018,"R"
"m/bad_reputation_2018","Bad Reputation",2018-09-28,"R","Fresh",79,38,"Upright",84,143,"Male",3,6,50,2018,"R"
"m/bad_samaritan","Bad Samaritan",2018-05-04,"R","Rotten",53,76,"Upright",66,871,"Male",2,5,40,2018,"R"
